PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;PT;P6016;P3271;P6040;P6030S1;P6030S3;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;P3038;P3039;POB_MAY18
20251042;10;2025;8389330;1;5;1;10;52;1;185.80417368;52;1;5;2;23;2;2002;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;2;211;5;211;1;2;1
20251042;10;2025;8389331;1;1;1;10;52;1;209.78833458;52;1;1;1;71;1;1954;1;3;;3;;2;1;2;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389331;1;2;1;10;52;1;209.78833458;52;1;2;2;60;4;1965;2;3;;3;;1;;2;6;;;3;1;1;1;3;;;4;4;4;4;3;3;4;4;1;2;;3;3;;;;1;2;1
20251042;10;2025;8389331;1;3;1;10;52;1;209.78833458;52;1;3;2;31;10;1994;3;1;2;1;1;2;2;2;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;10;10;1039;7;1039;1;2;1
20251042;10;2025;8389331;1;4;1;10;52;1;209.78833458;52;1;4;2;28;10;1997;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;1022;7;1022;1;2;1
20251042;10;2025;8389331;1;5;1;10;52;1;209.78833458;52;1;5;1;26;9;1999;3;1;2;1;1;1;;2;6;;;6;;;1;3;;;4;4;4;2;2;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389332;1;1;1;10;52;1;166.56246373;52;1;1;1;56;11;1968;1;2;;3;;1;;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389332;1;2;1;10;52;1;166.56246373;52;1;2;1;33;5;1992;3;2;;1;1;1;;2;6;;;4;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;10;8;413;6;712;2;1;1
20251042;10;2025;8389333;1;1;1;10;52;1;184.35913816;52;1;1;2;75;9;1950;1;3;;3;;1;;2;6;;;2;1;2;1;3;;;2;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251042;10;2025;8389333;1;2;1;10;52;1;184.35913816;52;1;2;1;62;4;1963;2;3;;3;;1;;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389333;1;3;1;10;52;1;184.35913816;52;1;3;1;39;9;1986;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;6;239;6;721;2;1;1
20251042;10;2025;8389333;1;4;1;10;52;1;184.35913816;52;1;4;1;36;10;1989;3;1;1;1;2;2;2;2;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;2;1;1
20251042;10;2025;8389334;1;1;1;10;52;1;105.90754436;52;1;1;2;57;5;1968;1;3;;2;;2;1;2;6;;;2;1;2;1;1;1;228000;4;4;4;4;4;4;4;4;1;2;;11;2;411;8;411;1;2;1
20251042;10;2025;8389334;1;2;1;10;52;1;105.90754436;52;1;1;1;67;8;1958;2;3;;3;;2;2;2;6;;;2;1;1;2;;;;4;4;4;4;4;4;4;4;1;2;;10;10;421;7;421;2;1;1
20251042;10;2025;8389335;1;1;1;10;52;1;156.10167888;52;1;1;1;62;2;1963;1;3;;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389337;1;1;1;10;52;1;130.17644888;52;1;1;1;67;8;1958;1;3;;3;;1;;2;1;560_01;;3;1;2;1;1;5;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389337;1;2;1;10;52;1;130.17644888;52;1;2;2;66;1;1959;2;3;;1;5;1;;1;1;560_01;;3;1;1;1;1;2;227760;4;4;3;4;3;4;4;4;1;2;;11;2;114;8;114;1;2;1
20251042;10;2025;8389337;1;3;1;10;52;1;130.17644888;52;1;3;1;40;9;1985;3;1;2;1;1;1;;2;1;560_01;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389337;1;4;1;10;52;1;130.17644888;52;1;4;2;28;4;1997;3;1;2;1;1;2;2;2;1;560_01;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;10;10;719;7;719;1;2;1
20251042;10;2025;8389337;1;5;1;10;52;1;130.17644888;52;1;1;1;86;4;1939;5;3;;3;;1;;2;1;560_01;;5;;;1;3;;;4;4;3;4;3;4;4;4;1;2;;3;3;;;;2;1;1
20251042;10;2025;8389338;1;1;1;10;52;1;198.8408805;52;1;1;1;60;12;1964;1;3;;3;;1;;2;6;;;5;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;2;1;1
20251042;10;2025;8389338;1;2;1;10;52;1;198.8408805;52;1;2;2;28;7;1997;3;3;;1;1;2;2;2;6;;;3;1;3;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;529;6;529;1;2;1
20251042;10;2025;8389338;1;3;1;10;52;1;198.8408805;52;1;3;1;31;1;1994;7;2;;2;;2;2;2;6;;;3;1;2;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;2;1;1
20251042;10;2025;8389338;1;4;1;10;52;1;198.8408805;52;1;2;2;3;8;2022;8;1;2;1;3;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20251042;10;2025;8389338;1;5;1;10;52;1;198.8408805;52;1;2;2;1;6;2024;8;1;2;1;3;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20251042;10;2025;8389339;1;1;1;10;52;1;122.57817635;52;1;1;1;59;5;1966;1;2;;2;;2;2;2;1;999_01;;2;1;2;1;1;3;100000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389339;1;2;1;10;52;1;122.57817635;52;1;2;2;59;8;1966;2;2;;3;;1;;2;6;;;2;1;1;1;1;3;120000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389340;1;1;1;10;52;1;207.76206702;52;1;1;1;30;6;1995;1;2;;2;;1;;9;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;2;1;1
20251042;10;2025;8389340;1;2;1;10;52;1;207.76206702;52;1;2;2;36;7;1989;2;2;;2;;1;;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389340;1;3;1;10;52;1;207.76206702;52;1;2;1;14;12;2010;3;1;2;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;;;
20251042;10;2025;8389341;1;1;1;10;52;1;105.65068629;52;1;1;2;49;2;1976;1;2;;2;;1;;2;6;;;6;;;1;3;;;4;4;3;3;4;4;4;4;1;2;;3;4;;;;1;2;1
20251042;10;2025;8389341;1;2;1;10;52;1;105.65068629;52;1;1;1;15;5;2010;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;0;;1;;;;
20251042;10;2025;8389342;1;1;1;10;52;1;97.999572364;52;1;1;2;44;3;1981;1;2;;3;;2;1;2;6;;;6;;;1;3;;;2;4;4;3;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389342;1;2;1;10;52;1;97.999572364;52;1;1;1;22;7;2003;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389342;1;3;1;10;52;1;97.999572364;52;1;3;1;18;3;2007;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;2;1;1
20251042;10;2025;8389342;1;4;1;10;52;1;97.999572364;52;1;4;1;42;7;1983;6;2;;3;;1;;2;6;;;4;;;1;9;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389343;1;1;1;10;52;1;205.43050585;52;1;1;2;45;11;1979;1;1;3;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389343;1;2;1;10;52;1;205.43050585;52;1;2;1;26;1;1999;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389343;1;3;1;10;52;1;205.43050585;52;1;1;2;71;5;1954;4;3;;3;;2;2;2;6;;;5;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251042;10;2025;8389343;1;4;1;10;52;1;205.43050585;52;1;4;2;30;4;1995;6;1;3;3;;2;2;2;6;;;2;1;5;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389343;1;5;1;10;52;1;205.43050585;52;1;5;1;32;12;1992;9;2;;3;;2;2;2;6;;;2;1;4;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389343;1;6;1;10;52;1;205.43050585;52;1;4;2;10;10;2014;8;1;4;1;5;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20251042;10;2025;8389344;1;1;1;10;52;1;104.22312123;52;1;4;2;65;10;1960;1;3;;3;;1;;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;2;;;;1;2;1
20251042;10;2025;8389344;1;2;1;10;52;1;104.22312123;52;1;4;1;65;1;1960;2;2;;3;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389344;1;3;1;10;52;1;104.22312123;52;1;3;1;23;12;2001;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389344;1;4;1;10;52;1;104.22312123;52;1;4;2;32;6;1993;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251042;10;2025;8389344;1;5;1;10;52;1;104.22312123;52;1;4;1;13;5;2012;8;1;4;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20251042;10;2025;8389344;1;6;1;10;52;1;104.22312123;52;1;4;1;13;5;2012;8;1;4;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20251042;10;2025;8389345;1;1;1;10;52;1;122.49946546;52;1;1;1;41;11;1983;1;2;;2;;2;2;2;6;;;3;1;2;1;1;5;;4;4;4;4;4;4;4;4;1;2;;10;10;212;7;212;2;1;1
20251042;10;2025;8389345;1;2;1;10;52;1;122.49946546;52;1;2;2;47;4;1978;2;2;;2;;2;2;2;6;;;3;1;1;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;11;2;313;8;313;1;2;1
20251042;10;2025;8389345;1;3;1;10;52;1;122.49946546;52;1;1;1;19;3;2006;3;1;2;1;1;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;10;2;414;2;;2;1;1
20251042;10;2025;8389345;1;4;1;10;52;1;122.49946546;52;1;1;1;16;7;2009;3;1;2;1;1;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;5;1;;1;;;;
20251042;10;2025;8389346;1;1;1;10;52;1;163.47085326;52;1;1;1;57;6;1968;1;2;;3;;2;2;2;6;;;3;1;2;1;1;3;550000;4;4;4;4;4;4;4;4;1;2;;12;4;388;9;388;2;1;1
20251042;10;2025;8389346;1;2;1;10;52;1;163.47085326;52;1;2;2;56;3;1969;2;2;;3;;2;2;2;6;;;3;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;10;10;313;7;313;1;2;1
20251042;10;2025;8389346;1;3;1;10;52;1;163.47085326;52;1;3;2;25;12;1999;3;1;2;1;1;2;2;2;6;;;6;;;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;10;10;413;7;413;1;2;1
20251042;10;2025;8389346;1;4;1;10;52;1;163.47085326;52;1;4;2;34;3;1991;3;1;2;1;1;2;2;2;6;;;2;1;5;1;1;1;72960;4;4;4;4;4;4;4;4;1;2;;10;10;1022;7;1022;1;2;1
20251042;10;2025;8389346;1;5;1;10;52;1;163.47085326;52;1;5;1;35;12;1989;7;2;;3;;2;2;2;6;;;2;1;4;1;1;1;100000;4;4;4;4;4;4;4;4;1;1;2;10;4;413;2;;2;1;1
20251042;10;2025;8389346;1;6;1;10;52;1;163.47085326;52;1;4;2;15;10;2010;8;1;4;1;5;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;4;3;;;;;;
20251042;10;2025;8389346;1;7;1;10;52;1;163.47085326;52;1;4;1;3;2;2022;8;1;4;1;5;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;2;2;0;;;;;;
20251042;10;2025;8389347;1;1;1;10;52;1;195.52162471;52;1;1;1;28;10;1997;1;2;;3;;2;2;2;5;;;1;1;2;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389347;1;2;1;10;52;1;195.52162471;52;1;2;2;33;11;1991;2;2;;2;;1;;2;6;;;1;1;1;2;;;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;2;1
20251042;10;2025;8389348;1;1;1;10;52;1;179.37113314;52;1;1;1;39;9;1986;1;2;;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389349;1;1;1;10;52;1;179.78239329;52;1;2;1;55;7;1970;1;2;;3;;2;1;2;6;;;3;1;2;1;1;3;168000;4;4;3;4;4;4;4;4;1;2;;9;6;714;6;714;2;1;1
20251042;10;2025;8389349;1;2;1;10;52;1;179.78239329;52;1;2;2;42;11;1982;2;2;;2;;1;;2;6;;;3;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;2;1
20251042;10;2025;8389349;1;3;1;10;52;1;179.78239329;52;1;3;1;21;8;2004;3;1;2;1;1;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;10;9;719;3;;2;1;1
20251042;10;2025;8389349;1;4;1;10;52;1;179.78239329;52;1;2;2;14;5;2011;3;1;2;1;1;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;4;3;;;;;;
20251042;10;2025;8389350;1;1;1;10;52;1;162.91109011;52;1;1;2;50;9;1975;1;3;;3;;1;;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389350;1;2;1;10;52;1;162.91109011;52;1;1;1;15;10;2010;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;2;;;;;;
20251042;10;2025;8389350;1;3;1;10;52;1;162.91109011;52;1;3;2;28;6;1997;3;1;1;2;;2;2;2;6;;;3;1;4;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;588;7;588;1;2;1
20251042;10;2025;8389350;1;4;1;10;52;1;162.91109011;52;1;4;1;31;4;1994;7;2;;2;;2;2;2;6;;;3;1;3;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389351;1;1;1;10;52;1;179.37113314;52;1;1;1;44;8;1981;1;2;;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;714;6;714;2;1;1
20251042;10;2025;8389352;1;1;1;10;52;1;183.86726452;52;1;1;1;72;4;1953;1;3;;3;;1;;2;6;;;3;1;2;1;1;2;115000;4;4;4;3;4;4;4;4;1;2;;8;4;415;5;415;2;1;1
20251042;10;2025;8389352;1;2;1;10;52;1;183.86726452;52;1;2;2;68;1;1957;2;3;;3;;2;1;2;6;;;3;1;1;1;2;2;89000;4;4;3;2;2;4;4;4;1;2;;10;10;113;7;113;1;2;1
20251042;10;2025;8389353;1;1;1;10;52;1;195.63564747;52;1;1;1;67;12;1957;1;3;;3;;2;2;2;6;;;3;1;2;1;1;2;720000;4;4;4;4;4;4;4;4;1;2;;11;2;411;8;411;2;1;1
20251042;10;2025;8389353;1;2;1;10;52;1;195.63564747;52;1;2;2;65;6;1960;2;3;;3;;2;2;2;6;;;3;1;1;1;2;2;68000;4;4;4;3;4;4;4;4;1;2;;12;4;111;9;111;1;2;1
20251042;10;2025;8389353;1;3;1;10;52;1;195.63564747;52;1;3;1;35;2;1990;3;1;2;1;1;2;2;2;6;;;6;;;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;11;1;321;7;321;2;1;1
20251042;10;2025;8389354;1;1;1;10;52;1;146.66833955;52;1;1;1;34;3;1991;1;2;;2;;2;2;2;6;;;2;1;2;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;4;1;;;;2;1;1
20251042;10;2025;8389354;1;2;1;10;52;1;146.66833955;52;1;2;2;39;5;1986;2;2;;3;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389354;1;3;1;10;52;1;146.66833955;52;1;2;1;13;8;2012;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;2;4;4;3;4;4;1;1;1;4;0;;;;;;
20251042;10;2025;8389354;1;4;1;10;52;1;146.66833955;52;1;2;1;9;7;2016;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;
20251042;10;2025;8389355;1;1;1;10;52;1;94.543803057;52;1;1;1;58;3;1967;1;3;;3;;1;;2;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389355;1;2;1;10;52;1;94.543803057;52;1;2;2;59;4;1966;2;3;;3;;1;;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;2;1
20251042;10;2025;8389355;1;3;1;10;52;1;94.543803057;52;1;3;2;33;4;1992;3;1;2;1;1;2;1;2;6;;;6;;;1;1;3;168000;4;4;4;4;4;4;4;4;1;2;;9;6;919;6;919;1;2;1
20251042;10;2025;8389355;1;4;1;10;52;1;94.543803057;52;1;4;2;36;7;1989;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;2;1
20251042;10;2025;8389355;1;5;1;10;52;1;94.543803057;52;1;4;2;16;9;2009;8;1;4;2;;2;2;2;6;;;6;;;1;3;;;4;4;2;4;4;4;4;4;1;1;1;4;3;;;;;;
20251042;10;2025;8389356;1;1;1;10;52;1;130.34774981;52;1;1;2;26;12;1998;1;2;;2;;2;2;2;6;;;2;1;2;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;10;10;413;7;413;1;2;1
20251042;10;2025;8389356;1;2;1;10;52;1;130.34774981;52;1;2;1;30;2;1995;2;2;;2;;2;2;2;6;;;2;1;1;2;;;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;2;1;1
20251042;10;2025;8389357;1;1;1;10;52;1;132.41904555;52;1;1;2;78;10;1947;1;3;;3;;1;;2;6;;;5;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;3;;;;1;2;1
20251042;10;2025;8389358;1;1;1;10;52;1;128.47281265;52;1;1;2;55;3;1970;1;2;;3;;1;;2;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;2;1
20251042;10;2025;8389358;1;2;1;10;52;1;128.47281265;52;1;2;2;27;7;1998;3;1;1;2;;1;;2;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;10;10;319;7;319;1;2;1
20251042;10;2025;8389359;1;1;1;10;52;1;155.82155027;52;1;2;1;44;12;1980;1;2;;3;;1;;2;6;;;3;1;2;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389359;1;2;1;10;52;1;155.82155027;52;1;2;2;30;1;1995;2;2;;2;;1;;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;9;6;212;6;212;1;2;1
20251042;10;2025;8389359;1;3;1;10;52;1;155.82155027;52;1;2;1;9;10;2016;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;
20251042;10;2025;8389360;1;1;1;10;52;1;76.620438617;52;1;1;2;61;8;1964;1;3;;3;;2;2;2;6;;;3;1;2;1;3;;;4;4;4;3;4;3;3;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389360;1;2;1;10;52;1;76.620438617;52;1;2;1;68;8;1957;2;3;;3;;2;1;2;6;;;3;1;1;1;3;;;3;4;4;3;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389360;1;3;1;10;52;1;76.620438617;52;1;3;1;27;11;1997;3;1;1;2;;2;2;2;6;;;6;;;1;1;1;56960;4;4;4;4;4;4;4;4;1;2;;8;4;521;5;521;2;1;1
20251042;10;2025;8389360;1;4;1;10;52;1;76.620438617;52;1;4;1;16;10;2009;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;3;4;4;4;4;4;1;2;;4;3;;;;;;
20251042;10;2025;8389361;1;1;1;10;52;1;159.81697463;52;1;1;1;35;12;1989;1;3;;2;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389361;1;2;1;10;52;1;159.81697463;52;1;1;2;31;9;1994;2;2;;3;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251042;10;2025;8389361;1;3;1;10;52;1;159.81697463;52;1;1;1;4;1;2021;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;2;0;;;;;;
20251042;10;2025;8389362;1;1;1;10;52;1;157.08151627;52;1;1;1;56;4;1969;1;3;;3;;2;2;2;6;;;6;;;1;1;3;178000;4;4;3;4;4;4;4;4;1;2;;11;2;731;8;731;2;1;1
20251042;10;2025;8389362;1;2;1;10;52;1;157.08151627;52;1;2;2;81;4;1944;9;3;;3;;1;;2;6;;;6;;;1;3;;;2;4;3;3;4;4;4;4;1;2;;3;5;;;;1;2;1
20251042;10;2025;8389362;1;3;1;10;52;1;157.08151627;52;1;3;2;22;2;2003;9;2;;2;;1;;2;6;;;6;;;1;2;5;;4;4;4;4;4;4;4;4;1;1;2;10;4;913;2;;1;2;1
20251042;10;2025;8389362;1;4;1;10;52;1;157.08151627;52;1;4;2;48;2;1977;10;3;;3;;1;;2;6;;;5;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;1;2;1
20251042;10;2025;8389363;1;1;1;10;52;1;86.533787841;52;1;1;2;63;2;1962;1;2;;3;;2;2;2;6;;;6;;;1;3;;;4;4;2;2;2;4;4;4;1;2;;4;2;;;;1;2;1
20251042;10;2025;8389363;1;2;1;10;52;1;86.533787841;52;1;2;2;39;4;1986;3;1;1;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;2;4;4;4;4;1;2;;3;5;;;;1;2;1
20251042;10;2025;8389363;1;3;1;10;52;1;86.533787841;52;1;2;1;21;1;2004;8;1;2;2;;2;2;2;6;;;6;;;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389363;1;4;1;10;52;1;86.533787841;52;1;2;1;15;7;2010;8;1;2;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;;;
20251042;10;2025;8389364;1;1;1;10;52;1;122.57817635;52;1;1;1;60;9;1965;1;3;;3;;2;2;2;6;;;3;1;2;1;1;1;99;4;4;4;4;4;4;4;4;1;2;;12;4;421;9;421;2;1;1
20251042;10;2025;8389364;1;2;1;10;52;1;122.57817635;52;1;2;2;55;7;1970;2;2;;3;;2;2;2;6;;;3;1;1;1;1;1;56000;4;4;4;4;4;4;4;4;1;2;;12;4;488;9;488;1;2;1
20251042;10;2025;8389365;1;1;1;10;52;1;147.09381162;52;1;2;1;73;2;1952;1;3;;3;;2;2;2;6;;;3;1;2;1;1;3;178000;3;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389365;1;2;1;10;52;1;147.09381162;52;1;2;2;63;12;1961;2;3;;3;;2;2;2;6;;;3;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;2;1
20251042;10;2025;8389366;1;1;1;10;52;1;166.05670893;52;1;2;1;60;12;1964;1;3;;3;;1;;1;6;;;3;1;2;1;1;3;360000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389366;1;2;1;10;52;1;166.05670893;52;1;2;2;53;4;1972;2;2;;2;;1;;1;6;;;3;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;2;1
20251042;10;2025;8389366;1;3;1;10;52;1;166.05670893;52;1;3;1;28;10;1997;3;1;2;1;1;2;2;2;1;999_01;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;2;1;1
20251042;10;2025;8389367;1;1;1;10;52;1;170.88218462;52;1;2;1;56;3;1969;1;2;;2;;2;1;2;6;;;3;1;2;1;1;3;178000;4;4;4;3;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389367;1;2;1;10;52;1;170.88218462;52;1;2;2;51;11;1973;2;2;;3;;2;2;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;8;4;112;5;112;1;2;1
20251042;10;2025;8389368;1;1;1;10;52;1;244.40203089;52;1;1;1;28;11;1996;1;2;;2;;2;2;2;6;;;1;1;2;1;1;1;178000;4;4;4;4;4;4;4;4;1;1;1;12;3;111;8;421;2;1;1
20251042;10;2025;8389368;1;2;1;10;52;1;244.40203089;52;1;2;2;26;7;1999;2;2;;2;;2;2;2;6;;;1;1;1;2;;;;4;4;4;4;4;4;4;4;1;1;1;12;3;111;8;421;1;2;1
20251042;10;2025;8389369;1;1;1;10;52;1;116.06201741;52;1;1;2;45;7;1980;1;3;;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;1;2;1
20251042;10;2025;8389369;1;2;1;10;52;1;116.06201741;52;1;2;2;39;1;1986;6;3;;3;;2;2;2;6;;;6;;;1;3;;;3;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251042;10;2025;8389369;1;3;1;10;52;1;116.06201741;52;1;1;2;22;1;2003;9;1;2;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389369;1;4;1;10;52;1;116.06201741;52;1;4;1;50;2;1975;6;3;;2;;1;;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
