PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;PT;P6016;P3271;P6040;P6030S1;P6030S3;P6050;P6083;P6083S1;P6081;P6081S1;P2057;P2059;P2061;P6080;P6080S1;P6080S1A1;P6070;P6071;P6071S1;P6090;P6100;P6110;P6120;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P6160;P6170;P3041;P3042;P3042S1;P3042S2;P3043;P3043S1;P3038;P3039;POB_MAY18
20251042;10;2025;8389370;1;1;1;10;52;1;134.85122049;52;1;1;1;58;6;1967;1;3;;3;;1;;2;6;;;2;1;2;1;3;;;4;4;4;3;3;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389370;1;2;1;10;52;1;134.85122049;52;1;2;2;43;3;1982;2;2;;2;;1;;2;6;;;2;1;1;1;3;;;4;4;4;3;4;4;4;4;1;2;;3;5;;;;1;2;1
20251042;10;2025;8389370;1;3;1;10;52;1;134.85122049;52;1;1;1;16;12;2008;3;1;2;1;1;2;1;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;1;;1;;;;
20251042;10;2025;8389371;1;1;1;10;52;1;208.90751555;52;1;1;2;32;5;1993;1;2;;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389371;1;2;1;10;52;1;208.90751555;52;1;1;2;8;7;2017;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20251042;10;2025;8389371;1;3;1;10;52;1;208.90751555;52;1;1;2;2;10;2023;3;1;1;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;;;;;;;;;;;
20251042;10;2025;8389372;1;1;1;10;52;1;156.67193335;52;1;1;2;43;4;1982;1;1;5;3;;2;2;2;6;;;6;;;1;1;1;57000;4;4;4;2;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389372;1;2;1;10;52;1;156.67193335;52;1;2;2;27;9;1998;3;1;1;2;;2;2;2;6;;;6;;;1;1;1;57000;4;4;4;4;4;4;4;4;1;2;;10;10;413;7;413;1;2;1
20251042;10;2025;8389372;1;3;1;10;52;1;156.67193335;52;1;3;1;23;5;2002;3;1;1;2;;2;2;2;6;;;6;;;1;1;5;;4;4;3;4;4;4;4;4;1;1;2;10;5;313;2;;2;1;1
20251042;10;2025;8389372;1;4;1;10;52;1;156.67193335;52;1;1;1;7;5;2018;3;1;1;2;;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;3;1;;;;;;
20251042;10;2025;8389372;1;5;1;10;52;1;156.67193335;52;1;1;2;85;11;1939;4;3;;3;;1;;2;6;;;5;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;1;;;;1;2;1
20251042;10;2025;8389373;1;1;1;10;52;1;171.68236522;52;1;1;2;43;9;1982;1;2;;2;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389373;1;2;1;10;52;1;171.68236522;52;1;2;1;17;3;2008;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;10;0;913;2;;;;
20251042;10;2025;8389374;1;1;1;10;52;1;256.17041384;52;1;1;1;49;12;1975;1;3;;3;;1;;2;6;;;2;1;2;1;1;1;56960;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;2;1;1
20251042;10;2025;8389374;1;2;1;10;52;1;256.17041384;52;1;2;2;50;9;1975;2;2;;2;;2;2;2;6;;;2;1;1;1;1;5;;4;4;4;3;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389374;1;3;1;10;52;1;256.17041384;52;1;1;1;29;10;1996;3;1;2;1;1;2;2;2;6;;;6;;;1;1;1;56960;4;4;4;4;4;4;4;4;1;2;;8;4;916;5;916;2;1;1
20251042;10;2025;8389375;1;1;1;10;52;1;176.5587274;52;1;1;2;70;9;1955;1;3;;3;;2;2;2;6;;;5;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;2;1
20251042;10;2025;8389376;1;1;1;10;52;1;224.21391642;52;1;1;1;34;5;1991;1;3;;2;;2;2;2;6;;;6;;;1;1;1;56960;4;4;4;3;4;4;4;4;1;2;;10;10;613;7;613;2;1;1
20251042;10;2025;8389377;1;1;1;10;52;1;264.59014535;52;1;3;1;52;9;1973;1;3;;3;;2;2;2;6;;;3;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;313;7;313;2;1;1
20251042;10;2025;8389377;1;2;1;10;52;1;264.59014535;52;1;2;2;52;5;1973;2;2;;3;;2;2;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389377;1;3;1;10;52;1;264.59014535;52;1;3;2;25;11;1999;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;719;7;719;1;2;1
20251042;10;2025;8389378;1;1;1;10;52;1;127.55280579;52;1;1;1;52;6;1973;1;2;;2;;2;2;2;6;;;4;;;1;1;1;56960;4;4;4;4;4;4;4;4;1;2;;9;6;413;6;413;2;1;1
20251042;10;2025;8389379;1;1;1;10;52;1;112.31469123;52;1;1;1;50;6;1975;1;2;;3;;2;2;2;6;;;3;1;2;1;1;1;56960;4;4;4;3;4;4;4;4;1;2;;6;2;;3;;2;1;1
20251042;10;2025;8389379;1;2;1;10;52;1;112.31469123;52;1;2;2;49;3;1976;2;2;;3;;2;2;2;6;;;3;1;1;1;1;5;;4;4;3;3;3;4;4;4;1;2;;6;2;;3;;1;2;1
20251042;10;2025;8389379;1;3;1;10;52;1;112.31469123;52;1;3;2;20;3;2005;3;1;2;1;1;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;10;0;213;2;;1;2;1
20251042;10;2025;8389380;1;1;1;10;52;1;123.59902298;52;1;1;2;64;3;1961;1;3;;3;;2;2;2;6;;;2;1;2;1;1;5;;2;4;3;4;4;4;4;4;1;2;;4;4;;;;1;2;1
20251042;10;2025;8389380;1;2;1;10;52;1;123.59902298;52;1;1;1;57;3;1968;2;3;;2;;1;;2;1;999_01;;2;1;1;1;1;1;72000;4;4;3;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389380;1;3;1;10;52;1;123.59902298;52;1;3;1;36;1;1989;3;1;1;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;2;;10;10;731;7;731;2;1;1
20251042;10;2025;8389380;1;4;1;10;52;1;123.59902298;52;1;4;2;21;1;2004;3;1;1;1;2;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;2;10;4;732;2;;1;2;1
20251042;10;2025;8389380;1;5;1;10;52;1;123.59902298;52;1;5;1;60;4;1965;6;3;;3;;1;;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;4;;;;2;1;1
20251042;10;2025;8389380;1;6;1;10;52;1;123.59902298;52;1;6;1;45;7;1980;6;3;;3;;1;;2;6;;;6;;;1;1;1;56940;4;4;4;4;4;4;4;4;1;2;;10;9;212;2;;2;1;1
20251041;10;2025;8389382;1;1;1;10;52;1;119.58075543;52;1;1;1;49;5;1976;1;3;;3;;1;;1;1;999_01;;5;;;1;2;2;120000;2;4;4;4;2;4;4;4;1;2;;5;2;;2;;2;1;1
20251041;10;2025;8389384;1;1;1;10;52;1;154.16737518;52;1;1;2;57;1;1968;1;3;;3;;2;2;2;6;;;6;;;1;1;1;320000;4;4;4;2;3;4;4;4;1;2;;12;4;421;9;421;4;2;1
20251041;10;2025;8389384;1;2;1;10;52;1;154.16737518;52;1;2;2;52;11;1972;10;2;;3;;2;2;2;1;560_01;;6;;;1;1;2;53900;4;4;4;4;4;4;4;4;1;2;;3;5;;;;4;2;1
20251042;10;2025;8389385;1;1;1;10;52;1;190.48521366;52;1;1;2;53;3;1972;1;2;;2;;1;;2;6;;;5;;;1;3;;;3;4;4;4;4;4;4;4;1;2;;1;0;;;;1;2;1
20251042;10;2025;8389385;1;2;1;10;52;1;190.48521366;52;1;1;2;13;4;2012;8;2;;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;;;
20251042;10;2025;8389385;1;3;1;10;52;1;190.48521366;52;1;1;1;4;3;2021;8;2;;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20251042;10;2025;8389385;1;4;1;10;52;1;190.48521366;52;1;4;1;53;12;1971;13;3;;3;;2;2;2;5;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;2;1;1
20251042;10;2025;8389386;1;1;1;10;52;1;132.3773366;52;1;1;2;18;3;2007;1;2;;2;;2;2;2;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389387;1;1;1;10;52;1;168.88244487;52;1;1;2;40;1;1985;1;3;;1;3;2;2;2;6;;;4;;;1;1;1;72000;4;4;4;4;4;4;4;4;1;2;;10;10;1022;7;1022;1;2;1
20251042;10;2025;8389387;1;2;1;10;52;1;168.88244487;52;1;1;1;11;2;2014;3;1;1;2;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20251042;10;2025;8389387;1;3;1;10;52;1;168.88244487;52;1;1;1;83;11;1941;4;3;;3;;2;2;2;6;;;5;;;1;1;3;120000;3;4;3;2;2;3;1;3;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389390;1;1;1;10;52;1;317.4753561;52;1;2;1;39;4;1986;1;2;;2;;2;2;2;6;;;3;1;2;1;3;;;3;4;4;4;4;3;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389390;1;2;1;10;52;1;317.4753561;52;1;2;2;31;10;1994;2;2;;2;;2;2;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;111;7;111;1;2;1
20251042;10;2025;8389390;1;3;1;10;52;1;317.4753561;52;1;2;1;10;8;2015;3;1;2;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;
20251042;10;2025;8389390;1;4;1;10;52;1;317.4753561;52;1;2;2;5;6;2020;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;2;2;0;;;;;;
20251042;10;2025;8389391;1;1;1;10;52;1;170.73656507;52;1;1;2;59;5;1966;1;3;;3;;2;2;2;6;;;3;1;2;1;3;;;4;4;4;4;3;3;4;4;1;2;;3;5;;;;1;2;1
20251042;10;2025;8389391;1;2;1;10;52;1;170.73656507;52;1;2;1;61;9;1964;2;2;;3;;2;2;2;6;;;3;1;1;1;3;;;4;3;4;3;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389391;1;3;1;10;52;1;170.73656507;52;1;3;1;37;6;1988;3;1;1;1;2;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;613;7;613;2;1;1
20251042;10;2025;8389401;1;1;1;10;52;1;332.77590899;52;1;1;1;49;4;1976;1;3;;3;;1;;2;1;999_01;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389401;1;2;1;10;52;1;332.77590899;52;1;2;2;39;1;1986;2;3;;3;;1;;2;1;999_01;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;1;2;1
20251042;10;2025;8389401;1;3;1;10;52;1;332.77590899;52;1;2;1;11;12;2013;3;1;2;1;1;2;2;2;1;999_01;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;
20251042;10;2025;8389401;1;4;1;10;52;1;332.77590899;52;1;2;2;9;11;2015;3;1;2;1;1;2;2;2;1;999_01;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;
20251042;10;2025;8389401;1;5;1;10;52;1;332.77590899;52;1;2;1;7;2;2018;3;1;2;1;1;2;2;2;1;999_01;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20251041;10;2025;8389402;1;1;1;10;54;1;678.89611709;54;1;1;1;54;5;1971;1;2;;3;;2;2;2;6;;;2;1;2;1;1;1;63200;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251041;10;2025;8389402;1;2;1;10;54;1;678.89611709;54;1;2;2;33;1;1992;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;2;1
20251041;10;2025;8389402;1;3;1;10;54;1;678.89611709;54;1;3;1;18;10;2006;3;2;;1;1;2;2;2;6;;;6;;;1;1;1;56790;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251041;10;2025;8389402;1;4;1;10;54;1;678.89611709;54;1;4;1;11;10;2014;3;1;2;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20251042;10;2025;8389403;1;1;1;10;54;1;524.01219353;54;1;1;1;42;10;1983;1;1;7;1;6;2;2;2;6;;;3;1;2;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389403;1;2;1;10;54;1;524.01219353;54;1;2;2;49;8;1976;2;3;;2;;2;2;2;6;;;3;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;2;1
20251042;10;2025;8389403;1;3;1;10;54;1;524.01219353;54;1;3;1;20;8;2005;3;1;2;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389403;1;4;1;10;54;1;524.01219353;54;1;4;2;14;8;2011;3;1;2;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;3;;;;;;
20251042;10;2025;8389403;1;5;1;10;54;1;524.01219353;54;1;5;1;11;11;2013;3;1;2;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;
20251042;10;2025;8389403;1;6;1;10;54;1;524.01219353;54;1;6;1;74;11;1950;4;3;;3;;2;2;2;6;;;2;1;7;1;1;5;;4;4;4;3;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389403;1;7;1;10;54;1;524.01219353;54;1;7;2;64;5;1961;4;3;;3;;2;2;2;6;;;2;1;6;1;1;5;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251042;10;2025;8389404;1;1;1;10;54;1;214.81177279;54;1;1;2;33;11;1991;1;2;;2;;2;2;2;6;;;4;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389404;1;2;1;10;54;1;214.81177279;54;1;2;2;15;1;2010;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;5;0;;1;;;;
20251042;10;2025;8389404;1;3;1;10;54;1;214.81177279;54;1;3;1;12;6;2013;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;
20251042;10;2025;8389404;1;4;1;10;54;1;214.81177279;54;1;4;2;10;7;2015;3;1;1;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20251042;10;2025;8389405;1;1;1;10;54;1;218.83140376;54;1;1;2;66;3;1959;1;3;;3;;1;;1;6;;;4;;;1;3;;;2;4;2;2;3;3;3;3;2;2;;3;1;;;;1;2;1
20251042;10;2025;8389405;1;2;1;10;54;1;218.83140376;54;1;2;2;33;9;1992;3;1;1;2;;2;2;2;6;;;6;;;2;;;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;2;1
20251042;10;2025;8389405;1;3;1;10;54;1;218.83140376;54;1;3;2;12;2;2013;8;1;2;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;
20251042;10;2025;8389405;1;4;1;10;54;1;218.83140376;54;1;1;2;8;4;2017;8;2;;2;;2;2;2;6;;;;;;2;;;;4;4;4;4;4;4;4;4;2;1;1;3;0;;;;;;
20251042;10;2025;8389405;1;5;1;10;54;1;218.83140376;54;1;1;1;7;4;2018;8;2;;2;;2;2;2;6;;;;;;2;;;;4;4;4;4;4;4;4;4;2;1;1;3;0;;;;;;
20251042;10;2025;8389406;1;1;1;10;54;1;347.19582143;54;1;1;1;65;2;1960;1;3;;2;;2;2;2;6;;;6;;;1;2;1;340000;4;4;4;4;4;4;4;4;1;2;;10;10;541;7;541;3;1;1
20251042;10;2025;8389406;1;2;1;10;54;1;347.19582143;54;1;1;1;63;6;1962;6;3;;3;;2;2;2;6;;;6;;;1;3;;;4;3;4;3;4;1;4;3;1;2;;4;1;;;;2;1;1
20251042;10;2025;8389407;1;1;1;10;54;1;346.54620564;54;1;1;1;43;8;1982;1;2;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;2;1;1
20251042;10;2025;8389407;1;2;1;10;54;1;346.54620564;54;1;2;2;46;11;1978;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;3;2;1
20251042;10;2025;8389407;1;3;1;10;54;1;346.54620564;54;1;3;2;25;10;2000;3;1;2;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389407;1;4;1;10;54;1;346.54620564;54;1;2;2;5;8;2020;8;2;;2;;2;2;2;4;;;;;;1;3;;;4;4;4;4;4;4;4;4;2;1;1;2;1;;;;;;
20251042;10;2025;8389408;1;1;1;10;54;1;310.3973047;54;1;1;1;35;5;1990;1;2;;2;;1;;1;6;;;2;1;2;1;1;3;120000;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389408;1;2;1;10;54;1;310.3973047;54;1;2;2;38;6;1987;2;2;;2;;2;2;1;6;;;2;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389408;1;3;1;10;54;1;310.3973047;54;1;2;2;9;9;2016;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;3;2;;;;;;
20251042;10;2025;8389408;1;4;1;10;54;1;310.3973047;54;1;2;2;5;12;2019;3;1;2;1;1;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;1;1;2;0;;;;;;
20251042;10;2025;8389409;1;1;1;10;54;1;273.9291518;54;1;1;1;63;1;1962;1;3;;3;;2;2;2;6;;;3;1;2;1;1;2;204900;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389409;1;2;1;10;54;1;273.9291518;54;1;2;2;58;12;1966;2;3;;3;;2;1;2;6;;;3;1;1;1;1;5;;4;4;3;3;4;4;4;4;1;2;;4;1;;;;1;2;1
20251042;10;2025;8389409;1;3;1;10;54;1;273.9291518;54;1;3;2;12;3;2013;8;2;;3;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;
20251042;10;2025;8389410;1;1;1;10;54;1;353.42083356;54;1;1;2;56;11;1968;1;3;;3;;1;;1;6;;;5;;;1;3;;;4;4;2;4;4;4;4;4;2;2;;1;0;;;;1;2;1
20251042;10;2025;8389410;1;2;1;10;54;1;353.42083356;54;1;2;1;33;3;1992;3;1;1;3;;1;;1;6;;;6;;;1;3;;;4;4;2;4;2;3;4;4;1;2;;4;2;;;;2;1;1
20251042;10;2025;8389410;1;3;1;10;54;1;353.42083356;54;1;3;1;23;7;2002;3;1;1;3;;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389411;1;1;1;10;54;1;506.1284581;54;1;1;1;36;5;1989;1;2;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;10;10;731;7;731;2;1;1
20251042;10;2025;8389411;1;2;1;10;54;1;506.1284581;54;1;2;2;29;2;1996;2;2;;2;;2;2;2;6;;;2;1;1;1;1;1;59640;4;4;4;4;4;4;4;4;1;2;;10;10;719;7;719;1;2;1
20251042;10;2025;8389412;1;1;1;10;54;1;259.45880391;54;1;1;1;82;12;1942;1;3;;2;;2;1;2;6;;;3;1;2;1;1;5;;4;4;4;4;4;4;4;4;1;2;;4;1;;;;2;1;1
20251042;10;2025;8389412;1;2;1;10;54;1;259.45880391;54;1;2;2;71;5;1954;2;3;;3;;1;;2;6;;;3;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389412;1;3;1;10;54;1;259.45880391;54;1;3;2;53;5;1972;3;1;2;1;1;2;2;2;6;;;6;;;1;1;1;112000;4;4;4;4;4;4;4;4;1;2;;10;10;413;7;413;1;2;1
20251042;10;2025;8389412;1;4;1;10;54;1;259.45880391;54;1;4;2;24;4;2001;8;2;;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;6;2;;3;;1;2;1
20251042;10;2025;8389413;1;1;1;10;54;1;523.01513475;54;1;1;1;51;11;1973;1;2;;2;;2;2;2;6;;;3;1;2;1;1;5;;4;3;4;2;3;4;3;4;1;2;;4;4;;;;2;1;1
20251042;10;2025;8389413;1;2;1;10;54;1;523.01513475;54;1;2;2;51;1;1974;2;2;;2;;2;2;2;6;;;3;1;1;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;4;2;;;;1;2;1
20251042;10;2025;8389413;1;3;1;10;54;1;523.01513475;54;1;3;1;31;9;1994;3;1;2;1;1;2;2;2;6;;;3;1;4;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389413;1;4;1;10;54;1;523.01513475;54;1;4;2;28;6;1997;7;2;;2;;2;2;2;6;;;3;1;3;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;1;2;1
20251042;10;2025;8389413;1;5;1;10;54;1;523.01513475;54;1;5;1;10;8;2015;8;1;4;1;3;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;4;;;;;;
20251042;10;2025;8389413;1;6;1;10;54;1;523.01513475;54;1;4;1;9;7;2016;8;1;4;1;3;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;3;;;;;;
20251042;10;2025;8389414;1;1;1;10;54;1;588.78852711;54;1;1;2;62;3;1963;1;3;;3;;1;;2;6;;;3;1;2;1;1;5;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;2;1
20251042;10;2025;8389414;1;2;1;10;54;1;588.78852711;54;1;2;1;63;8;1962;2;3;;3;;1;;1;6;;;3;1;1;1;1;1;56000;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389414;1;3;1;10;54;1;588.78852711;54;1;3;1;67;9;1958;6;3;;3;;1;;1;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389415;1;1;1;10;54;1;1001.9259512;54;1;1;1;69;11;1955;1;3;;3;;1;;2;6;;;2;2;;1;3;;;4;4;3;4;4;4;4;4;1;2;;3;5;;;;2;1;1
20251042;10;2025;8389415;1;2;1;10;54;1;1001.9259512;54;1;2;1;27;5;1998;3;2;;1;1;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389416;1;1;1;10;54;1;276.96488285;54;1;1;2;64;2;1961;1;2;;3;;2;2;2;6;;;6;;;1;2;2;840000;4;4;3;4;4;4;4;4;1;2;;11;2;111;8;111;1;2;1
20251042;10;2025;8389416;1;2;1;10;54;1;276.96488285;54;1;2;2;37;10;1987;3;1;1;2;;2;2;2;6;;;2;1;3;1;1;3;178600;4;4;4;4;4;4;4;4;1;2;;11;2;315;8;315;1;2;1
20251042;10;2025;8389416;1;3;1;10;54;1;276.96488285;54;1;3;1;33;7;1992;7;3;;3;;2;2;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;1;;1;;2;1;1
20251042;10;2025;8389416;1;4;1;10;54;1;276.96488285;54;1;2;2;14;10;2011;8;1;2;3;;2;2;2;6;;;6;;;1;1;5;;4;4;4;4;4;4;4;4;1;1;1;5;0;;1;;;;
20251042;10;2025;8389416;1;5;1;10;54;1;276.96488285;54;1;2;2;3;10;2022;8;1;2;1;3;2;2;2;6;;;;;;1;1;5;;4;4;4;4;4;4;4;4;2;2;;1;0;;;;;;
20251042;10;2025;8389417;1;1;1;10;54;1;598.59319337;54;1;1;1;28;11;1996;1;2;;2;;1;;2;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;2;1;1
20251042;10;2025;8389417;1;2;1;10;54;1;598.59319337;54;1;2;2;29;1;1996;2;2;;2;;1;;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;1;2;1
20251042;10;2025;8389417;1;3;1;10;54;1;598.59319337;54;1;2;1;0;7;2025;3;1;2;1;1;2;2;2;6;;;;;;1;3;;;4;1;4;1;4;1;1;4;;;;;;;;;;;
20251042;10;2025;8389418;1;1;1;10;54;1;536.23581726;54;1;1;1;26;7;1999;1;2;;2;;2;2;2;6;;;1;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;5;2;;2;;2;1;1
20251042;10;2025;8389418;1;2;1;10;54;1;536.23581726;54;1;2;2;29;11;1995;2;2;;3;;1;;2;6;;;1;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;3;5;;;;1;2;1
20251042;10;2025;8389418;1;3;1;10;54;1;536.23581726;54;1;3;2;14;9;2011;3;1;2;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;1;;;;;;
20251042;10;2025;8389418;1;4;1;10;54;1;536.23581726;54;1;4;2;12;1;2013;3;1;2;2;;2;2;2;6;;;6;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;4;0;;;;;;
20251042;10;2025;8389418;1;5;1;10;54;1;536.23581726;54;1;2;1;8;9;2017;3;1;2;2;;2;2;2;6;;;;;;1;3;;;4;4;4;4;4;4;4;4;1;1;1;3;1;;;;;;
20251042;10;2025;8389420;1;1;1;10;54;1;301.45988374;54;1;1;2;24;4;2001;1;2;;2;;2;2;2;6;;;3;1;2;1;1;3;178000;4;4;4;4;4;4;4;4;1;2;;10;10;419;7;419;1;2;1
20251042;10;2025;8389420;1;2;1;10;54;1;301.45988374;54;1;2;1;32;8;1993;2;2;;2;;2;2;2;6;;;3;1;1;1;1;5;;4;4;4;4;4;4;4;4;1;2;;9;6;613;6;613;2;1;1
20251042;10;2025;8389421;1;1;1;10;54;1;529.4782194;54;1;1;1;39;8;1986;1;2;;2;;1;;1;6;;;2;1;2;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;3;;;;2;1;1
20251042;10;2025;8389421;1;2;1;10;54;1;529.4782194;54;1;2;2;33;2;1992;2;2;;2;;2;2;2;6;;;2;1;1;1;3;;;4;4;4;4;4;4;4;4;1;2;;4;4;;;;1;2;1
